date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_ICHIMOKU,exit0_ICHIMOKU
2024-04-05,168.7830352783203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[170.91500091552734],[185.18000030517578],[170.91500091552734],[168.7830352783203],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],170.91500091552734,170.91500091552734
2024-04-08,167.65834045410156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[170.91500091552734],[185.05749893188477],[170.91500091552734],[167.65834045410156],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],170.91500091552734,170.91500091552734
2024-04-09,168.8726043701172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[170.91500091552734],[185.04999923706055],[170.91500091552734],[168.8726043701172],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],170.91500091552734,170.91500091552734
2024-04-10,166.99148559570312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[170.91500091552734],[184.0175018310547],[170.91500091552734],[166.99148559570312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],170.91500091552734,170.91500091552734
2024-04-11,174.2173614501953,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[169.6699981689453],[181.8449935913086],[169.6699981689453],[174.2173614501953],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],169.6699981689453,169.6699981689453
2024-04-12,175.72027587890625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[171.28500366210938],[179.1199951171875],[171.28500366210938],[175.72027587890625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],171.28500366210938,171.28500366210938
2024-04-15,171.87841796875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[172.73500061035156],[178.54999542236328],[172.73500061035156],[171.87841796875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],172.73500061035156,172.73500061035156
2024-04-16,168.583984375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[172.73500061035156],[177.9875030517578],[172.73500061035156],[168.583984375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],172.73500061035156,172.73500061035156
2024-04-17,167.21046447753906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[172.73500061035156],[177.9875030517578],[172.73500061035156],[167.21046447753906],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],172.73500061035156,172.73500061035156
2024-04-18,166.2549591064453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[172.73500061035156],[177.78750228881836],[172.73500061035156],[166.2549591064453],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],172.73500061035156,172.73500061035156
2024-04-19,164.22454833984375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[172.4550018310547],[177.65000534057617],[172.4550018310547],[164.22454833984375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],172.4550018310547,172.4550018310547
2024-04-22,165.06060791015625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[171.22000122070312],[177.1400032043457],[171.22000122070312],[165.06060791015625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],171.22000122070312,171.22000122070312
2024-04-23,166.11561584472656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[171.22000122070312],[176.23250198364258],[171.22000122070312],[166.11561584472656],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],171.22000122070312,171.22000122070312
2024-04-24,168.2256622314453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[171.22000122070312],[175.33750534057617],[171.22000122070312],[168.2256622314453],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],171.22000122070312,171.22000122070312
2024-04-25,169.09156799316406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[171.22000122070312],[176.17000579833984],[171.22000122070312],[169.09156799316406],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],171.22000122070312,171.22000122070312
2024-04-26,168.5043487548828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[170.3550033569336],[175.84000396728516],[170.3550033569336],[168.5043487548828],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],170.3550033569336,170.3550033569336
2024-04-29,172.6846160888672,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[168.9199981689453],[175.5775032043457],[168.9199981689453],[172.6846160888672],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],168.9199981689453,168.9199981689453
2024-04-30,169.52951049804688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[170.05500030517578],[175.74499893188477],[170.05500030517578],[169.52951049804688],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],170.05500030517578,170.05500030517578
2024-05-01,168.5043487548828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[170.05500030517578],[175.56499862670898],[170.05500030517578],[168.5043487548828],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],170.05500030517578,170.05500030517578
2024-05-02,172.21681213378906,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[170.05500030517578],[175.4124984741211],[170.05500030517578],[172.21681213378906],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],170.05500030517578,170.05500030517578
2024-05-03,182.5181884765625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[170.4000015258789],[175.4124984741211],[170.4000015258789],[182.5181884765625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],170.4000015258789,170.4000015258789
2024-05-06,180.85604858398438,0,[True],[False],BUY. Shares: 18,Entry conditions met: True,{},"{'order_size': 18, 'order_price': None, 'order_valid': None, 'order_status': 1}",[175.95999908447266],[175.4124984741211],[175.95999908447266],[180.85604858398438],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],175.95999908447266,175.95999908447266
2024-05-07,181.5427703857422,18,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[176.6050033569336],[175.4124984741211],[176.6050033569336],[181.5427703857422],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],176.6050033569336,176.6050033569336
2024-05-08,181.88119506835938,18,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[177.5749969482422],[175.4124984741211],[177.5749969482422],[181.88119506835938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],177.5749969482422,177.5749969482422
2024-05-09,183.7025909423828,18,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[178.05500030517578],[174.7624969482422],[178.05500030517578],[183.7025909423828],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],178.05500030517578,178.05500030517578
2024-05-10,182.43685913085938,18,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[178.05500030517578],[174.46749877929688],[178.05500030517578],[182.43685913085938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],178.05500030517578,178.05500030517578
2024-05-13,185.65602111816406,18,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[178.05500030517578],[173.2949981689453],[178.05500030517578],[185.65602111816406],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],178.05500030517578,178.05500030517578
2024-05-14,186.80215454101562,18,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[178.1050033569336],[173.15750122070312],[178.1050033569336],[186.80215454101562],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],178.1050033569336,178.1050033569336
2024-05-15,189.0845184326172,18,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[179.59500122070312],[172.64749908447266],[179.59500122070312],[189.0845184326172],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],179.59500122070312,179.59500122070312
2024-05-16,189.2041015625,18,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[185.53499603271484],[172.18249893188477],[185.53499603271484],[189.2041015625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],185.53499603271484,185.53499603271484
2024-05-17,189.23399353027344,18,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[185.76000213623047],[171.27999877929688],[185.76000213623047],[189.23399353027344],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],185.76000213623047,185.76000213623047
2024-05-20,190.40008544921875,18,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[186.2100067138672],[172.0875015258789],[186.2100067138672],[190.40008544921875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],186.2100067138672,186.2100067138672
2024-05-21,191.70570373535156,18,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[186.68499755859375],[172.8125],[186.68499755859375],[191.70570373535156],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],186.68499755859375,186.68499755859375
2024-05-22,190.2605438232422,18,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[187.4199981689453],[172.8125],[187.4199981689453],[190.2605438232422],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],187.4199981689453,187.4199981689453
2024-05-23,186.25401306152344,18,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[187.47500610351562],[172.8125],[187.47500610351562],[186.25401306152344],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],187.47500610351562,187.47500610351562
2024-05-24,189.3436279296875,18,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -18, 'order_price': None, 'order_valid': None, 'order_status': 1}",[188.72000122070312],[172.8125],[188.72000122070312],[189.3436279296875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],188.72000122070312,188.72000122070312
2024-05-28,189.3535919189453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[189.55500030517578],[172.53250122070312],[189.55500030517578],[189.3535919189453],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],189.55500030517578,189.55500030517578
2024-05-29,189.652587890625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[189.81500244140625],[171.29750061035156],[189.81500244140625],[189.652587890625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],189.81500244140625,189.81500244140625
2024-05-30,190.6492462158203,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[189.81500244140625],[171.29750061035156],[189.81500244140625],[190.6492462158203],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],189.81500244140625,189.81500244140625
2024-05-31,191.6060333251953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[189.81500244140625],[171.29750061035156],[189.81500244140625],[191.6060333251953],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],189.81500244140625,189.81500244140625
2024-06-03,193.38006591796875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[189.81500244140625],[171.29750061035156],[189.81500244140625],[193.38006591796875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],189.81500244140625,189.81500244140625
2024-06-04,193.69900512695312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[190.81000518798828],[170.8650016784668],[190.81000518798828],[193.69900512695312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],190.81000518798828,190.81000518798828
2024-06-05,195.21389770507812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[190.97500610351562],[170.06999969482422],[190.97500610351562],[195.21389770507812],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],190.97500610351562,190.97500610351562
2024-06-06,193.82855224609375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[191.76499938964844],[170.63750076293945],[191.76499938964844],[193.82855224609375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],191.76499938964844,191.76499938964844
2024-06-07,196.23048400878906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[192.4699935913086],[170.63750076293945],[192.4699935913086],[196.23048400878906],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],192.4699935913086,192.4699935913086
2024-06-10,192.47311401367188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[193.02000427246094],[170.63750076293945],[193.02000427246094],[192.47311401367188],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],193.02000427246094,193.02000427246094
2024-06-11,206.45611572265625,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[193.40499877929688],[170.81000137329102],[193.40499877929688],[206.45611572265625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],193.40499877929688,193.40499877929688
2024-06-12,212.35629272460938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[198.53500366210938],[175.75],[198.53500366210938],[212.35629272460938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],198.53500366210938,198.53500366210938
2024-06-13,213.5223846435547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[205.05500030517578],[176.07250213623047],[205.05500030517578],[213.5223846435547],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],205.05500030517578,205.05500030517578
2024-06-14,211.7782440185547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[206.17499542236328],[176.55749893188477],[206.17499542236328],[211.7782440185547],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],206.17499542236328,206.17499542236328
2024-06-17,215.94422912597656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[206.17499542236328],[176.79750061035156],[206.17499542236328],[215.94422912597656],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],206.17499542236328,206.17499542236328
2024-06-18,213.5721893310547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[206.17499542236328],[176.79750061035156],[206.17499542236328],[213.5721893310547],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],206.17499542236328,206.17499542236328
2024-06-20,208.97764587402344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[206.17499542236328],[176.79750061035156],[206.17499542236328],[208.97764587402344],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],206.17499542236328,206.17499542236328
2024-06-21,206.79498291015625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[206.17499542236328],[176.84750366210938],[206.17499542236328],[206.79498291015625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],206.17499542236328,206.17499542236328
2024-06-24,207.44281005859375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[206.17499542236328],[177.8925018310547],[206.17499542236328],[207.44281005859375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],206.17499542236328,206.17499542236328
2024-06-25,208.3697052001953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[206.91500091552734],[181.4499969482422],[206.91500091552734],[208.3697052001953],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],206.91500091552734,206.91500091552734
2024-06-26,212.5356903076172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[213.3949966430664],[181.6750030517578],[213.3949966430664],[212.5356903076172],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],213.3949966430664,213.3949966430664
2024-06-27,213.38284301757812,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[212.7699966430664],[181.90000534057617],[212.7699966430664],[213.38284301757812],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],212.7699966430664,212.7699966430664
2024-06-28,209.9144744873047,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[212.7699966430664],[182.34249877929688],[212.7699966430664],[209.9144744873047],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],212.7699966430664,212.7699966430664
2024-07-01,216.02395629882812,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[212.7699966430664],[182.9124984741211],[212.7699966430664],[216.02395629882812],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],212.7699966430664,212.7699966430664
2024-07-02,219.5321807861328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[212.61000061035156],[182.96250534057617],[212.61000061035156],[219.5321807861328],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],212.61000061035156,212.61000061035156
2024-07-03,220.80789184570312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[213.48500061035156],[183.58500289916992],[213.48500061035156],[220.80789184570312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],213.48500061035156,213.48500061035156
2024-07-05,225.5818328857422,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[214.06999969482422],[184.00250244140625],[214.06999969482422],[225.5818328857422],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],214.06999969482422,214.06999969482422
2024-07-08,227.056884765625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[216.5199966430664],[184.35000228881836],[216.5199966430664],[227.056884765625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],216.5199966430664,216.5199966430664
2024-07-09,227.9139862060547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[218.2300033569336],[184.38750076293945],[218.2300033569336],[227.9139862060547],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],218.2300033569336,218.2300033569336
2024-07-10,232.1995849609375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[219.8499984741211],[184.71000289916992],[219.8499984741211],[232.1995849609375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],219.8499984741211,219.8499984741211
2024-07-11,226.80772399902344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[221.69000244140625],[185.19499969482422],[221.69000244140625],[226.80772399902344],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],221.69000244140625,221.69000244140625
2024-07-12,229.76776123046875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[221.69000244140625],[186.43000411987305],[221.69000244140625],[229.76776123046875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],221.69000244140625,221.69000244140625
2024-07-15,233.61483764648438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[222.5],[186.5950050354004],[222.5],[233.61483764648438],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],222.5,222.5
2024-07-16,234.03343200683594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[226.16500091552734],[187.3849983215332],[226.16500091552734],[234.03343200683594],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],226.16500091552734,226.16500091552734
2024-07-17,228.1133270263672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[228.12999725341797],[187.73749542236328],[228.12999725341797],[228.1133270263672],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],228.12999725341797,228.12999725341797
2024-07-18,223.42906188964844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[229.43999481201172],[188.46750259399414],[229.43999481201172],[223.42906188964844],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],229.43999481201172,229.43999481201172
2024-07-19,223.55862426757812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[229.75],[191.13249969482422],[229.75],[223.55862426757812],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],229.75,229.75
2024-07-22,223.20980834960938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[229.75],[196.16250228881836],[229.75],[223.20980834960938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],229.75,229.75
2024-07-23,224.2563018798828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[229.75],[202.90750122070312],[229.75],[224.2563018798828],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],229.75,229.75
2024-07-24,217.80795288085938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[229.75],[203.49999618530273],[229.75],[217.80795288085938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],229.75,229.75
2024-07-25,216.76148986816406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[227.18000030517578],[203.66499710083008],[227.18000030517578],[216.76148986816406],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],227.18000030517578,227.18000030517578
2024-07-26,217.22991943359375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[225.92499542236328],[203.6699981689453],[225.92499542236328],[217.22991943359375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],225.92499542236328,225.92499542236328
2024-07-29,217.50897216796875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[225.44499969482422],[204.29249572753906],[225.44499969482422],[217.50897216796875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],225.44499969482422,225.44499969482422
2024-07-30,218.06710815429688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[223.04000091552734],[204.7099952697754],[223.04000091552734],[218.06710815429688],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],223.04000091552734,223.04000091552734
2024-07-31,221.3361053466797,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[222.52999877929688],[204.7949981689453],[222.52999877929688],[221.3361053466797],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],222.52999877929688,222.52999877929688
2024-08-01,217.62855529785156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[221.1999969482422],[205.16500091552734],[221.1999969482422],[217.62855529785156],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],221.1999969482422,221.1999969482422
2024-08-02,219.12353515625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[221.1999969482422],[208.40499877929688],[221.1999969482422],[219.12353515625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],221.1999969482422,221.1999969482422
2024-08-05,208.5690155029297,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[220.77999877929688],[208.09249877929688],[220.77999877929688],[208.5690155029297],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],220.77999877929688,220.77999877929688
2024-08-06,206.5358428955078,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[210.8000030517578],[208.09249877929688],[210.8000030517578],[206.5358428955078],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],210.8000030517578,210.8000030517578
2024-08-07,209.1171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[210.8000030517578],[208.09249877929688],[210.8000030517578],[209.1171875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],210.8000030517578,210.8000030517578
2024-08-08,212.59548950195312,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[210.8000030517578],[208.01250076293945],[210.8000030517578],[212.59548950195312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],210.8000030517578,210.8000030517578
2024-08-09,215.51568603515625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[210.8000030517578],[208.8474998474121],[210.8000030517578],[215.51568603515625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],210.8000030517578,210.8000030517578
2024-08-12,217.0522918701172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[210.8000030517578],[209.69750213623047],[210.8000030517578],[217.0522918701172],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],210.8000030517578,210.8000030517578
2024-08-13,220.78408813476562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[210.8000030517578],[212.24999618530273],[210.8000030517578],[220.78408813476562],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],210.8000030517578,210.8000030517578
2024-08-14,221.23309326171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[210.8000030517578],[213.55500411987305],[210.8000030517578],[221.23309326171875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],210.8000030517578,210.8000030517578
2024-08-15,224.22650146484375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[210.8000030517578],[214.75249862670898],[210.8000030517578],[224.22650146484375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],210.8000030517578,210.8000030517578
2024-08-16,225.5535888671875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[210.6750030517578],[217.1525001525879],[210.6750030517578],[225.5535888671875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],210.6750030517578,210.6750030517578
2024-08-19,225.3939208984375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[213.95000457763672],[217.1525001525879],[213.95000457763672],[225.3939208984375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],213.95000457763672,213.95000457763672
2024-08-20,226.0125732421875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[216.61000061035156],[217.55749893188477],[216.61000061035156],[226.0125732421875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],216.61000061035156,216.61000061035156
2024-08-21,225.90281677246094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[218.0],[220.42749786376953],[218.0],[225.90281677246094],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],218.0,218.0
2024-08-22,224.0369110107422,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[219.9749984741211],[221.40999603271484],[219.9749984741211],[224.0369110107422],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],219.9749984741211,219.9749984741211
2024-08-23,226.3418426513672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[221.97000122070312],[222.06499481201172],[221.97000122070312],[226.3418426513672],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],221.97000122070312,221.97000122070312
2024-08-26,226.68109130859375,0,[True],[False],BUY. Shares: 14,Entry conditions met: True,{},"{'order_size': 14, 'order_price': None, 'order_valid': None, 'order_status': 1}",[223.67499542236328],[222.5900001525879],[223.67499542236328],[226.68109130859375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],223.67499542236328,223.67499542236328
2024-08-27,227.52923583984375,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[224.0199966430664],[225.82999801635742],[224.0199966430664],[227.52923583984375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],224.0199966430664,224.0199966430664
2024-08-28,225.99261474609375,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[225.80500030517578],[225.82999801635742],[225.80500030517578],[225.99261474609375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],225.80500030517578,225.80500030517578
2024-08-29,229.28536987304688,14,[True],[False],HOLD,Holding position; exit conditions: False,{},{},[226.4499969482422],[225.82999801635742],[226.4499969482422],[229.28536987304688],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],226.4499969482422,226.4499969482422
2024-08-30,228.49710083007812,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[227.97999572753906],[224.5449981689453],[227.97999572753906],[228.49710083007812],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],227.97999572753906,227.97999572753906
2024-09-03,222.28079223632812,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[228.40499877929688],[223.91749572753906],[228.40499877929688],[222.28079223632812],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],228.40499877929688,228.40499877929688
2024-09-04,220.36500549316406,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[227.0449981689453],[223.67749786376953],[227.0449981689453],[220.36500549316406],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],227.0449981689453,227.0449981689453
2024-09-05,221.8916473388672,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[225.1999969482422],[222.4749984741211],[225.1999969482422],[221.8916473388672],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],225.1999969482422,225.1999969482422
2024-09-06,220.33506774902344,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[225.1999969482422],[222.21999740600586],[225.1999969482422],[220.33506774902344],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],225.1999969482422,225.1999969482422
