date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_MINUS_DI,exit0_MINUS_DI
2020-09-30,112.92618560791016,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[21.693958856260096],[17.122273425835616],[21.693958856260096],[17.122273425835616],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],21.693958856260096,21.693958856260096
2020-10-01,113.88177490234375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[20.125649622102642],[18.229684063021345],[20.125649622102642],[18.229684063021345],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],20.125649622102642,20.125649622102642
2020-10-02,110.20565795898438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[18.949118881433797],[17.724946359225736],[18.949118881433797],[17.724946359225736],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],18.949118881433797,18.949118881433797
2020-10-05,113.59900665283203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[22.748968172658717],[17.020824094909532],[22.748968172658717],[17.020824094909532],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],22.748968172658717,22.748968172658717
2020-10-06,110.3421859741211,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[20.918173991417877],[17.24950563674314],[20.918173991417877],[17.24950563674314],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],20.918173991417877,20.918173991417877
2020-10-07,112.21436309814453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[21.545163676583996],[16.396137089554514],[21.545163676583996],[16.396137089554514],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],21.545163676583996,21.545163676583996
2020-10-08,112.10710144042969,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[20.103819533665142],[15.29925629926335],[20.103819533665142],[15.29925629926335],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],20.103819533665142,20.103819533665142
2020-10-09,114.05731201171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[19.003444116655004],[15.573380673377592],[19.003444116655004],[15.573380673377592],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],19.003444116655004,19.003444116655004
2020-10-12,121.30227661132812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[17.778419969803945],[15.359959422401671],[17.778419969803945],[15.359959422401671],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.778419969803945,17.778419969803945
2020-10-13,118.0844497680664,0,[True],[False],BUY. Shares: 40,Entry conditions met: True,{},"{'order_size': 40, 'order_price': None, 'order_valid': None, 'order_status': 1}",[15.355184543658876],[23.2904792801244],[15.355184543658876],[23.2904792801244],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],15.355184543658876,15.355184543658876
2020-10-14,118.17222595214844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[14.273919092034136],[21.908056483597733],[14.273919092034136],[21.908056483597733],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],14.273919092034136,14.273919092034136
2020-10-15,117.70416259765625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[13.43569271424762],[20.56442166505468],[13.43569271424762],[20.56442166505468],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],13.43569271424762,13.43569271424762
2020-10-16,116.0562515258789,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[14.79620178403592],[19.759555040431856],[14.79620178403592],[19.759555040431856],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],14.79620178403592,14.79620178403592
2020-10-19,113.09195709228516,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[14.049503497721549],[19.221660289986303],[14.049503497721549],[19.221660289986303],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],14.049503497721549,14.049503497721549
2020-10-20,114.58386993408203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[17.33487271201953],[18.010189197172284],[17.33487271201953],[18.010189197172284],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.33487271201953,17.33487271201953
2020-10-21,113.95979309082031,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[16.031645564236797],[16.61518123422588],[16.031645564236797],[16.61518123422588],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.031645564236797,16.031645564236797
2020-10-22,112.86766815185547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[15.146283749171161],[15.697593145327843],[15.146283749171161],[15.697593145327843],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],15.146283749171161,15.146283749171161
2020-10-23,112.17535400390625,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[16.83706532427565],[14.825664391831541],[16.83706532427565],[14.825664391831541],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.83706532427565,16.83706532427565
2020-10-26,112.18511199951172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[16.40586709312707],[14.066294589812326],[16.40586709312707],[14.066294589812326],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.40586709312707,16.40586709312707
2020-10-27,113.6965103149414,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[17.36507237896077],[13.201211983758192],[17.36507237896077],[13.201211983758192],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.36507237896077,17.36507237896077
2020-10-28,108.43097686767578,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[16.121531223632505],[13.281903602950122],[16.121531223632505],[13.281903602950122],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.121531223632505,16.121531223632505
2020-10-29,112.44839477539062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[20.016652027927485],[12.464923625570053],[20.016652027927485],[12.464923625570053],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],20.016652027927485,20.016652027927485
2020-10-30,106.14926147460938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[17.71350706371715],[13.061420914509501],[17.71350706371715],[13.061420914509501],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.71350706371715,17.71350706371715
2020-11-02,106.06149291992188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[22.68153842517813],[12.21906236282613],[22.68153842517813],[12.21906236282613],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],22.68153842517813,22.68153842517813
2020-11-03,107.68991088867188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[21.81715399809882],[11.4566263388122],[21.81715399809882],[11.4566263388122],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],21.81715399809882,21.81715399809882
2020-11-04,112.08760070800781,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[20.19149346635232],[11.714781231789228],[20.19149346635232],[11.714781231789228],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],20.19149346635232,20.19149346635232
2020-11-05,116.06600952148438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[18.080101505712875],[15.916691770405233],[18.080101505712875],[15.916691770405233],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],18.080101505712875,18.080101505712875
2020-11-06,115.93414306640625,0,[True],[False],BUY. Shares: 41,Entry conditions met: True,{},"{'order_size': 41, 'order_price': None, 'order_valid': None, 'order_status': 1}",[16.327050531103133],[19.560998870391344],[16.327050531103133],[19.560998870391344],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.327050531103133,16.327050531103133
2020-11-09,113.61918640136719,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[16.630380241102912],[18.74655062843878],[16.630380241102912],[18.74655062843878],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.630380241102912,16.630380241102912
2020-11-10,113.27729034423828,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[15.30435896403796],[20.92527276422886],[15.30435896403796],[20.92527276422886],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],15.30435896403796,15.30435896403796
2020-11-11,116.71556854248047,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[17.06593537891641],[19.809902695683054],[17.06593537891641],[19.809902695683054],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.06593537891641,17.06593537891641
2020-11-12,116.44207000732422,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[15.630495503955121],[20.84467548407269],[15.630495503955121],[20.84467548407269],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],15.630495503955121,15.630495503955121
2020-11-13,116.49090576171875,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[14.824222048905604],[20.98652848958893],[14.824222048905604],[20.98652848958893],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],14.824222048905604,14.824222048905604
2020-11-16,117.50675964355469,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[15.132293703078505],[20.044252036195218],[15.132293703078505],[20.044252036195218],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],15.132293703078505,15.132293703078505
2020-11-17,116.61788177490234,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[14.176853954095646],[20.631129793968253],[14.176853954095646],[20.631129793968253],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],14.176853954095646,14.176853954095646
2020-11-18,115.28946685791016,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[13.530025808579413],[19.689821132134863],[13.530025808579413],[19.689821132134863],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],13.530025808579413,13.530025808579413
2020-11-19,115.88530731201172,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[14.30947229672716],[18.756868814703164],[14.30947229672716],[18.756868814703164],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],14.30947229672716,14.30947229672716
2020-11-20,114.61550903320312,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[15.287259746178213],[17.693737061543544],[15.287259746178213],[17.693737061543544],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],15.287259746178213,15.287259746178213
2020-11-23,111.20651245117188,41,[False],[False],SELL,Stop loss hit,{'stop_loss': 'Triggered: 111.21 < 112.40'},"{'order_size': -41, 'order_price': None, 'order_valid': None, 'order_status': 1}",[14.605210370176271],[16.904321396320405],[14.605210370176271],[16.904321396320405],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],14.605210370176271,14.605210370176271
2020-11-24,112.49588012695312,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[19.259973501120275],[15.880670404064313],[19.259973501120275],[15.880670404064313],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],19.259973501120275,19.259973501120275
2020-11-25,113.33589935302734,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[19.67516715139076],[14.72822063613169],[19.67516715139076],[14.72822063613169],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],19.67516715139076,19.67516715139076
2020-11-27,113.88289642333984,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[18.360578730137195],[15.157690025645815],[18.360578730137195],[15.157690025645815],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],18.360578730137195,18.360578730137195
2020-11-30,116.28578186035156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[17.15521196737661],[15.33205508692229],[17.15521196737661],[15.33205508692229],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.15521196737661,17.15521196737661
2020-12-01,119.87059020996094,0,[True],[False],BUY. Shares: 39,Entry conditions met: True,{},"{'order_size': 39, 'order_price': None, 'order_valid': None, 'order_status': 1}",[15.30871601740219],[18.967014178839364],[15.30871601740219],[18.967014178839364],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],15.30871601740219,15.30871601740219
2020-12-02,120.22221374511719,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[13.699042174967037],[20.631655140293173],[13.699042174967037],[20.631655140293173],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],13.699042174967037,13.699042174967037
2020-12-03,120.08546447753906,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[12.982944032603879],[19.553164415822003],[12.982944032603879],[19.553164415822003],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],12.982944032603879,12.982944032603879
2020-12-04,119.4114761352539,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[12.280108373345232],[19.118498397059376],[12.280108373345232],[19.118498397059376],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],12.280108373345232,12.280108373345232
2020-12-07,120.87663269042969,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[12.827575202490866],[18.287078714275914],[12.827575202490866],[18.287078714275914],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],12.827575202490866,12.827575202490866
2020-12-08,121.49202728271484,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[11.800098742251887],[19.47750451332032],[11.800098742251887],[19.47750451332032],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],11.800098742251887,11.800098742251887
2020-12-09,118.95240020751953,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[11.042409412738891],[18.868428222712758],[11.042409412738891],[18.868428222712758],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],11.042409412738891,11.042409412738891
2020-12-10,120.37850189208984,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[13.44307461702277],[17.41566617335591],[13.44307461702277],[17.41566617335591],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],13.44307461702277,13.44307461702277
2020-12-11,119.56777954101562,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[13.735451075882912],[16.090243050051733],[13.735451075882912],[16.090243050051733],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],13.735451075882912,13.735451075882912
2020-12-14,118.95240020751953,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[13.211084720462017],[15.475979851895376],[13.211084720462017],[15.475979851895376],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],13.211084720462017,13.211084720462017
2020-12-15,124.91075897216797,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[12.401352078431302],[15.483532966768012],[12.401352078431302],[15.483532966768012],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],12.401352078431302,12.401352078431302
2020-12-16,124.8423843383789,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[10.726401950007242],[20.260418142222672],[10.726401950007242],[20.260418142222672],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],10.726401950007242,10.726401950007242
2020-12-17,125.71171569824219,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[10.155337067120005],[19.905111072176624],[10.155337067120005],[19.905111072176624],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],10.155337067120005,10.155337067120005
2020-12-18,123.71908569335938,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[9.415968709068045],[20.315393693597535],[9.415968709068045],[20.315393693597535],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],9.415968709068045,9.415968709068045
2020-12-21,125.25262451171875,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[11.924815416255678],[19.236689966545363],[11.924815416255678],[19.236689966545363],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],11.924815416255678,11.924815416255678
2020-12-22,128.81790161132812,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[15.185341581808704],[17.778505188554696],[15.185341581808704],[17.778505188554696],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],15.185341581808704,15.185341581808704
2020-12-23,127.91922760009766,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[13.16097227283904],[24.288670071212042],[13.16097227283904],[24.288670071212042],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],13.16097227283904,13.16097227283904
2020-12-24,128.90579223632812,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[12.455625168912752],[22.986946859750944],[12.455625168912752],[22.986946859750944],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],12.455625168912752,12.455625168912752
2020-12-28,133.5162353515625,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[11.442565233756904],[22.62930300075255],[11.442565233756904],[22.62930300075255],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],11.442565233756904,11.442565233756904
2020-12-29,131.73843383789062,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[10.096411650288157],[25.379091059975476],[10.096411650288157],[25.379091059975476],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],10.096411650288157,10.096411650288157
2020-12-30,130.6151580810547,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[9.355290415120562],[25.534376398082944],[9.355290415120562],[25.534376398082944],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],9.355290415120562,9.355290415120562
2020-12-31,129.60906982421875,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[10.119407257745907],[24.0045909936801],[10.119407257745907],[24.0045909936801],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],10.119407257745907,10.119407257745907
2021-01-04,126.40523529052734,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[11.922557633468168],[22.590509768417864],[11.922557633468168],[22.590509768417864],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],11.922557633468168,11.922557633468168
2021-01-05,127.96807098388672,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[17.687601477879625],[20.43736954599574],[17.687601477879625],[20.43736954599574],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.687601477879625,17.687601477879625
2021-01-06,123.66047668457031,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[16.378340835324035],[18.924567280668803],[16.378340835324035],[18.924567280668803],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.378340835324035,16.378340835324035
2021-01-07,127.8802261352539,39,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -39, 'order_price': None, 'order_valid': None, 'order_status': 1}",[18.173390770981783],[17.690115253716108],[18.173390770981783],[17.690115253716108],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],18.173390770981783,18.173390770981783
2021-01-08,128.9839630126953,0,[True],[False],BUY. Shares: 38,Entry conditions met: True,{},"{'order_size': 38, 'order_price': None, 'order_valid': None, 'order_status': 1}",[16.22797487161162],[16.575496988159546],[16.22797487161162],[16.575496988159546],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.22797487161162,16.22797487161162
2021-01-11,125.9852294921875,38,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[15.184678833172034],[16.86339488940475],[15.184678833172034],[16.86339488940475],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],15.184678833172034,15.184678833172034
2021-01-12,125.80941009521484,38,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -38, 'order_price': None, 'order_valid': None, 'order_status': 1}",[17.28563380164497],[16.462647943776137],[17.28563380164497],[16.462647943776137],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.28563380164497,17.28563380164497
2021-01-13,127.8508529663086,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[18.73520739831697],[15.57819904616122],[18.73520739831697],[15.57819904616122],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],18.73520739831697,18.73520739831697
2021-01-14,125.91686248779297,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[17.218455253681064],[16.843086761137],[17.218455253681064],[16.843086761137],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.218455253681064,17.218455253681064
2021-01-15,124.18795013427734,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[16.419242228115035],[16.06129686582327],[16.419242228115035],[16.06129686582327],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.419242228115035,16.419242228115035
2021-01-19,124.86192321777344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[17.984478644835512],[15.034389525411155],[17.984478644835512],[15.034389525411155],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.984478644835512,17.984478644835512
2021-01-20,128.9644012451172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[16.860491546955643],[14.019936323291565],[16.860491546955643],[14.019936323291565],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.860491546955643,16.860491546955643
2021-01-21,133.69198608398438,0,[True],[False],BUY. Shares: 36,Entry conditions met: True,{},"{'order_size': 36, 'order_price': None, 'order_valid': None, 'order_status': 1}",[15.019447283581858],[17.89996997340756],[15.019447283581858],[17.89996997340756],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],15.019447283581858,15.019447283581858
2021-01-22,135.84095764160156,36,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[12.89184992669544],[24.86487567553208],[12.89184992669544],[24.86487567553208],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],12.89184992669544,12.89184992669544
2021-01-25,139.60154724121094,36,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[11.851842909122372],[23.094799801677894],[11.851842909122372],[23.094799801677894],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],11.851842909122372,11.851842909122372
2021-01-26,139.83596801757812,36,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[10.483855115246826],[26.96838857779816],[10.483855115246826],[26.96838857779816],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],10.483855115246826,10.483855115246826
2021-01-27,138.76150512695312,36,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[9.861170632767566],[25.36661166460486],[9.861170632767566],[25.36661166460486],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],9.861170632767566,9.861170632767566
2021-01-28,133.90692138671875,36,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[10.528251545980659],[23.91334758203633],[10.528251545980659],[23.91334758203633],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],10.528251545980659,10.528251545980659
2021-01-29,128.89601135253906,36,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[14.589186787162623],[22.28408756904467],[14.589186787162623],[22.28408756904467],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],14.589186787162623,14.589186787162623
2021-02-01,131.0254364013672,36,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -36, 'order_price': None, 'order_valid': None, 'order_status': 1}",[21.631633141265972],[20.433404059260177],[21.631633141265972],[20.433404059260177],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],21.631633141265972,21.631633141265972
2021-02-02,131.85568237304688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[19.867263759743523],[18.76676741435241],[19.867263759743523],[18.76676741435241],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],19.867263759743523,19.867263759743523
2021-02-03,130.830078125,0,[True],[False],BUY. Shares: 37,Entry conditions met: True,{},"{'order_size': 37, 'order_price': None, 'order_valid': None, 'order_status': 1}",[18.539989345569303],[18.688705170378864],[18.539989345569303],[18.688705170378864],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],18.539989345569303,18.539989345569303
2021-02-04,134.19993591308594,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[18.894518754207038],[17.74315246384127],[18.894518754207038],[17.74315246384127],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],18.894518754207038,18.894518754207038
2021-02-05,133.78421020507812,0,[True],[False],BUY. Shares: 36,Entry conditions met: True,{},"{'order_size': 36, 'order_price': None, 'order_valid': None, 'order_status': 1}",[17.311355998452953],[18.33527200087532],[17.311355998452953],[18.33527200087532],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.311355998452953,17.311355998452953
2021-02-08,133.93092346191406,36,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[16.578167889296033],[17.58502929357312],[16.578167889296033],[17.58502929357312],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.578167889296033,16.578167889296033
2021-02-09,133.05050659179688,36,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -36, 'order_price': None, 'order_valid': None, 'order_status': 1}",[17.138679855046664],[16.828037988390946],[17.138679855046664],[16.828037988390946],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.138679855046664,17.138679855046664
2021-02-10,132.44398498535156,0,[True],[False],BUY. Shares: 36,Entry conditions met: True,{},"{'order_size': 36, 'order_price': None, 'order_valid': None, 'order_status': 1}",[16.20453856615138],[17.18060115694564],[16.20453856615138],[17.18060115694564],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.20453856615138,16.20453856615138
2021-02-11,132.18968200683594,36,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -36, 'order_price': None, 'order_valid': None, 'order_status': 1}",[17.34418693136342],[16.230237839140333],[17.34418693136342],[16.230237839140333],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.34418693136342,17.34418693136342
2021-02-12,132.42442321777344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[17.266537358630853],[15.316318109811958],[17.266537358630853],[15.316318109811958],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.266537358630853,17.266537358630853
2021-02-16,130.29185485839844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[16.54041248718662],[14.568474285101724],[16.54041248718662],[14.568474285101724],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.54041248718662,16.54041248718662
2021-02-17,127.99299621582031,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[16.997776638090084],[13.790115505142166],[16.997776638090084],[13.790115505142166],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.997776638090084,16.997776638090084
2021-02-18,126.88760375976562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[21.381787741387157],[13.207290080049624],[21.381787741387157],[13.207290080049624],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],21.381787741387157,21.381787741387157
2021-02-19,127.04411315917969,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[23.772235427767054],[12.66440666712492],[23.772235427767054],[12.66440666712492],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],23.772235427767054,23.772235427767054
2021-02-22,123.2583236694336,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[22.3144265587316],[13.02686053232407],[22.3144265587316],[13.02686053232407],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],22.3144265587316,22.3144265587316
2021-02-23,123.12139129638672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[25.992951225172984],[12.161190510292451],[25.992951225172984],[12.161190510292451],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],25.992951225172984,25.992951225172984
2021-02-24,122.6224594116211,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[33.6532111288955],[10.625596458970742],[33.6532111288955],[10.625596458970742],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],33.6532111288955,33.6532111288955
2021-02-25,118.35733032226562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[31.916147819017194],[10.07713962126342],[31.916147819017194],[10.07713962126342],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],31.916147819017194,31.916147819017194
2021-02-26,118.62145233154297,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[31.61317755090893],[9.170860446742854],[31.61317755090893],[9.170860446742854],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],31.61317755090893,31.61317755090893
2021-03-01,125.00936889648438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[28.57762867099487],[8.29025946596109],[28.57762867099487],[8.29025946596109],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],28.57762867099487,28.57762867099487
