date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_ZLEMA,exit0_ZLEMA
2023-06-05,178.03297424316406,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[178.32417498099227],[175.93803124026783],[178.32417498099227],[175.93803124026783],['ZLEMA cross_above None'],['ZLEMA cross_below None'],178.32417498099227,178.32417498099227
2023-06-06,177.6661834716797,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[178.68220406825503],[176.5535306108554],[178.68220406825503],[176.5535306108554],['ZLEMA cross_above None'],['ZLEMA cross_below None'],178.68220406825503,178.68220406825503
2023-06-07,176.2881317138672,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[178.85077227832372],[177.08199250314902],[178.85077227832372],[177.08199250314902],['ZLEMA cross_above None'],['ZLEMA cross_below None'],178.85077227832372,178.85077227832372
2023-06-08,179.01446533203125,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[177.97566626571657],[177.35889181809205],[177.97566626571657],[177.35889181809205],['ZLEMA cross_above None'],['ZLEMA cross_below None'],177.97566626571657,177.97566626571657
2023-06-09,179.40109252929688,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[178.09605182926526],[177.81876382718187],[178.09605182926526],[177.81876382718187],['ZLEMA cross_above None'],['ZLEMA cross_below None'],178.09605182926526,178.09605182926526
2023-06-12,182.20669555664062,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[178.5820807358406],[178.29181926071047],[178.5820807358406],[178.29181926071047],['ZLEMA cross_above None'],['ZLEMA cross_below None'],178.5820807358406,178.5820807358406
2023-06-13,181.73086547851562,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[180.06664926416076],[179.15776964988842],[180.06664926416076],[179.15776964988842],['ZLEMA cross_above None'],['ZLEMA cross_below None'],180.06664926416076,180.06664926416076
2023-06-14,182.36534118652344,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[181.3588219876159],[180.0753115556668],[181.3588219876159],[180.0753115556668],['ZLEMA cross_above None'],['ZLEMA cross_below None'],181.3588219876159,181.3588219876159
2023-06-15,184.40757751464844,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[182.15107563368855],[180.99761713101944],[182.15107563368855],[180.99761713101944],['ZLEMA cross_above None'],['ZLEMA cross_below None'],182.15107563368855,182.15107563368855
2023-06-16,183.3269500732422,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[183.4716187002906],[182.05037726256154],[183.4716187002906],[182.05037726256154],['ZLEMA cross_above None'],['ZLEMA cross_below None'],183.4716187002906,183.4716187002906
2023-06-20,183.4162139892578,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[183.6489979529366],[182.7397196143847],[183.6489979529366],[182.7397196143847],['ZLEMA cross_above None'],['ZLEMA cross_below None'],183.6489979529366,183.6489979529366
2023-06-21,182.37525939941406,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[183.91310059785724],[183.2764999265615],[183.91310059785724],[183.2764999265615],['ZLEMA cross_above None'],['ZLEMA cross_below None'],183.91310059785724,183.91310059785724
2023-06-22,185.38905334472656,35,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -35, 'order_price': None, 'order_valid': None, 'order_status': 1}",[183.63529641866586],[183.64753096866087],[183.63529641866586],[183.64753096866087],['ZLEMA cross_above None'],['ZLEMA cross_below None'],183.63529641866586,183.63529641866586
2023-06-23,185.07180786132812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[184.13261146523655],[184.20185364621202],[184.13261146523655],[184.20185364621202],['ZLEMA cross_above None'],['ZLEMA cross_below None'],184.13261146523655,184.13261146523655
2023-06-26,183.6739501953125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[184.6206213169052],[184.62447418025178],[184.6206213169052],[184.62447418025178],['ZLEMA cross_above None'],['ZLEMA cross_below None'],184.6206213169052,184.6206213169052
2023-06-27,186.43992614746094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[184.495360423171],[184.92708398458788],[184.495360423171],[184.92708398458788],['ZLEMA cross_above None'],['ZLEMA cross_below None'],184.495360423171,184.495360423171
2023-06-28,187.61965942382812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[185.58794814541406],[185.59073461933977],[185.58794814541406],[185.59073461933977],['ZLEMA cross_above None'],['ZLEMA cross_below None'],185.58794814541406,185.58794814541406
2023-06-29,187.95672607421875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[186.3629149376896],[186.45269929769137],[186.3629149376896],[186.45269929769137],['ZLEMA cross_above None'],['ZLEMA cross_below None'],186.3629149376896,186.3629149376896
2023-06-30,192.29901123046875,0,[True],[False],BUY. Shares: 33,Entry conditions met: True,{},"{'order_size': 33, 'order_price': None, 'order_valid': None, 'order_status': 1}",[187.17722936485683],[187.12665333115686],[187.17722936485683],[187.12665333115686],['ZLEMA cross_above None'],['ZLEMA cross_below None'],187.17722936485683,187.17722936485683
2023-07-03,190.80201721191406,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[189.67665534681467],[188.29247762796228],[189.67665534681467],[188.29247762796228],['ZLEMA cross_above None'],['ZLEMA cross_below None'],189.67665534681467,189.67665534681467
2023-07-05,189.6817626953125,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[190.67437406127874],[189.00892028855748],[190.67437406127874],[189.00892028855748],['ZLEMA cross_above None'],['ZLEMA cross_below None'],190.67437406127874,190.67437406127874
2023-07-06,190.1575927734375,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[190.8688271350093],[189.56529058685115],[190.8688271350093],[189.56529058685115],['ZLEMA cross_above None'],['ZLEMA cross_below None'],190.8688271350093,190.8688271350093
2023-07-07,189.037353515625,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[191.13966937821783],[190.10622953998023],[191.13966937821783],[190.10622953998023],['ZLEMA cross_above None'],['ZLEMA cross_below None'],191.13966937821783,191.13966937821783
2023-07-10,186.9851837158203,33,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -33, 'order_price': None, 'order_valid': None, 'order_status': 1}",[190.16440145504754],[190.33596502234292],[190.16440145504754],[190.33596502234292],['ZLEMA cross_above None'],['ZLEMA cross_below None'],190.16440145504754,190.16440145504754
2023-07-11,186.45974731445312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[188.89239213953462],[190.35580065692716],[188.89239213953462],[190.35580065692716],['ZLEMA cross_above None'],['ZLEMA cross_below None'],188.89239213953462,188.89239213953462
2023-07-12,188.1352081298828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[187.8642721020908],[190.30079936548984],[187.8642721020908],[190.30079936548984],['ZLEMA cross_above None'],['ZLEMA cross_below None'],187.8642721020908,187.8642721020908
2023-07-13,188.8985595703125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[187.54582689922483],[190.5326933974164],[187.54582689922483],[190.5326933974164],['ZLEMA cross_above None'],['ZLEMA cross_below None'],187.54582689922483,187.54582689922483
