date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_ZLEMA,exit0_ZLEMA
2023-12-01,190.09869384765625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[188.8994489075051],[191.20879430786312],[188.8994489075051],[191.20879430786312],['ZLEMA cross_above None'],['ZLEMA cross_below None'],188.8994489075051,188.8994489075051
2023-12-04,188.29945373535156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[189.37956175706384],[191.44757117931903],[189.37956175706384],[191.44757117931903],['ZLEMA cross_above None'],['ZLEMA cross_below None'],189.37956175706384,189.37956175706384
2023-12-05,192.26564025878906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[189.00786609136188],[191.54139301887153],[189.00786609136188],[191.54139301887153],['ZLEMA cross_above None'],['ZLEMA cross_below None'],189.00786609136188,189.00786609136188
2023-12-06,191.17222595214844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[190.33215277858585],[191.97162222273215],[190.33215277858585],[191.97162222273215],['ZLEMA cross_above None'],['ZLEMA cross_below None'],190.33215277858585,190.33215277858585
2023-12-07,193.11058044433594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[190.91323253350916],[192.19645483481145],[190.91323253350916],[192.19645483481145],['ZLEMA cross_above None'],['ZLEMA cross_below None'],190.91323253350916,190.91323253350916
2023-12-08,194.54200744628906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[191.8603660803285],[192.54786783406507],[191.8603660803285],[192.54786783406507],['ZLEMA cross_above None'],['ZLEMA cross_below None'],191.8603660803285,191.8603660803285
2023-12-11,192.02706909179688,0,[True],[False],BUY. Shares: 35,Entry conditions met: True,{},"{'order_size': 35, 'order_price': None, 'order_valid': None, 'order_status': 1}",[193.48294700340088],[193.062592007951],[193.48294700340088],[193.062592007951],['ZLEMA cross_above None'],['ZLEMA cross_below None'],193.48294700340088,193.48294700340088
2023-12-12,193.5479736328125,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[193.17486535274702],[193.10673024093097],[193.17486535274702],[193.10673024093097],['ZLEMA cross_above None'],['ZLEMA cross_below None'],193.17486535274702,193.17486535274702
2023-12-13,196.778564453125,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[193.67465734560693],[193.39621144892536],[193.67465734560693],[193.39621144892536],['ZLEMA cross_above None'],['ZLEMA cross_below None'],193.67465734560693,193.67465734560693
2023-12-14,196.9276885986328,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[194.90591027584458],[194.0409000972558],[194.90591027584458],[194.0409000972558],['ZLEMA cross_above None'],['ZLEMA cross_below None'],194.90591027584458,194.90591027584458
2023-12-15,196.39088439941406,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[195.70726654405038],[194.7491732859157],[195.70726654405038],[194.7491732859157],['ZLEMA cross_above None'],['ZLEMA cross_below None'],195.70726654405038,195.70726654405038
2023-12-18,194.72091674804688,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[196.62498166459235],[195.3540298922175],[196.62498166459235],[195.3540298922175],['ZLEMA cross_above None'],['ZLEMA cross_below None'],196.62498166459235,196.62498166459235
2023-12-19,195.76466369628906,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[196.49205042799034],[195.66526419730633],[196.49205042799034],[195.66526419730633],['ZLEMA cross_above None'],['ZLEMA cross_below None'],196.49205042799034,196.49205042799034
2023-12-20,193.66725158691406,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[196.17545270280175],[196.15714971658295],[196.17545270280175],[196.15714971658295],['ZLEMA cross_above None'],['ZLEMA cross_below None'],196.17545270280175,196.17545270280175
2023-12-21,193.51812744140625,35,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -35, 'order_price': None, 'order_valid': None, 'order_status': 1}",[195.12660940687329],[196.30947184455795],[195.12660940687329],[196.30947184455795],['ZLEMA cross_above None'],['ZLEMA cross_below None'],195.12660940687329,195.12660940687329
2023-12-22,192.444580078125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[194.31183869351423],[196.34999372782238],[194.31183869351423],[196.34999372782238],['ZLEMA cross_above None'],['ZLEMA cross_below None'],194.31183869351423,194.31183869351423
2023-12-26,191.8978729248047,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[193.55845773254856],[196.36545906285954],[193.55845773254856],[196.36545906285954],['ZLEMA cross_above None'],['ZLEMA cross_below None'],193.55845773254856,193.55845773254856
2023-12-27,191.9972686767578,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[192.55348035450706],[196.0535007743409],[192.55348035450706],[196.0535007743409],['ZLEMA cross_above None'],['ZLEMA cross_below None'],192.55348035450706,192.55348035450706
2023-12-28,192.42471313476562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[192.14871770216058],[195.8450369438265],[192.14871770216058],[195.8450369438265],['ZLEMA cross_above None'],['ZLEMA cross_below None'],192.14871770216058,192.14871770216058
2023-12-29,191.38095092773438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[192.00009608869956],[195.5801213877858],[192.00009608869956],[195.5801213877858],['ZLEMA cross_above None'],['ZLEMA cross_below None'],192.00009608869956,192.00009608869956
2024-01-02,184.53207397460938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[191.69413712299848],[195.10526803432734],[191.69413712299848],[195.10526803432734],['ZLEMA cross_above None'],['ZLEMA cross_below None'],191.69413712299848,191.69413712299848
2024-01-03,183.15037536621094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[189.0527076505286],[193.93957841001088],[189.0527076505286],[193.93957841001088],['ZLEMA cross_above None'],['ZLEMA cross_below None'],189.0527076505286,189.0527076505286
2024-01-04,180.8243408203125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[186.3710302696441],[192.57268800288824],[186.3710302696441],[192.57268800288824],['ZLEMA cross_above None'],['ZLEMA cross_below None'],186.3710302696441,186.3710302696441
2024-01-05,180.09869384765625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[183.2533826762287],[190.7854253696374],[183.2533826762287],[190.7854253696374],['ZLEMA cross_above None'],['ZLEMA cross_below None'],183.2533826762287,183.2533826762287
2024-01-08,184.4525604248047,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[180.62848342011043],[189.01021722299498],[180.62848342011043],[189.01021722299498],['ZLEMA cross_above None'],['ZLEMA cross_below None'],180.62848342011043,180.62848342011043
2024-01-09,184.03506469726562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[181.30931313918126],[187.94596039894338],[181.30931313918126],[187.94596039894338],['ZLEMA cross_above None'],['ZLEMA cross_below None'],181.30931313918126,181.30931313918126
2024-01-10,185.0788116455078,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[181.96575693720652],[187.00423473749441],[181.96575693720652],[187.00423473749441],['ZLEMA cross_above None'],['ZLEMA cross_below None'],181.96575693720652,181.96575693720652
2024-01-11,184.48239135742188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[183.3053070342059],[186.1906040831223],[183.3053070342059],[186.1906040831223],['ZLEMA cross_above None'],['ZLEMA cross_below None'],183.3053070342059,183.3053070342059
2024-01-12,184.81040954589844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[184.31635827656618],[185.4878251827873],[184.31635827656618],[185.4878251827873],['ZLEMA cross_above None'],['ZLEMA cross_below None'],184.31635827656618,184.31635827656618
2024-01-16,182.53408813476562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[184.47124925664363],[184.88233269682624],[184.47124925664363],[184.88233269682624],['ZLEMA cross_above None'],['ZLEMA cross_below None'],184.47124925664363,184.47124925664363
2024-01-17,181.58975219726562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[183.84613331402943],[184.09144647067012],[183.84613331402943],[184.09144647067012],['ZLEMA cross_above None'],['ZLEMA cross_below None'],183.84613331402943,183.84613331402943
2024-01-18,187.5042266845703,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[182.8015077567556],[183.26500679318988],[182.8015077567556],[183.26500679318988],['ZLEMA cross_above None'],['ZLEMA cross_below None'],182.8015077567556,182.8015077567556
2024-01-19,190.41676330566406,0,[True],[False],BUY. Shares: 36,Entry conditions met: True,{},"{'order_size': 36, 'order_price': None, 'order_valid': None, 'order_status': 1}",[184.2059721667489],[183.24863117378297],[184.2059721667489],[183.24863117378297],['ZLEMA cross_above None'],['ZLEMA cross_below None'],184.2059721667489,184.2059721667489
2024-01-22,192.7328338623047,36,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[186.35454396650903],[183.58154616105907],[186.35454396650903],[183.58154616105907],['ZLEMA cross_above None'],['ZLEMA cross_below None'],186.35454396650903,186.35454396650903
2024-01-23,194.01516723632812,36,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[189.36855044347897],[184.25917007304722],[189.36855044347897],[184.25917007304722],['ZLEMA cross_above None'],['ZLEMA cross_below None'],189.36855044347897,189.36855044347897
2024-01-24,193.33921813964844,36,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[192.47255623109925],[185.50040171336977],[192.47255623109925],[185.50040171336977],['ZLEMA cross_above None'],['ZLEMA cross_below None'],192.47255623109925,192.47255623109925
2024-01-25,193.0111846923828,36,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[193.69103866084967],[186.66347650044824],[193.69103866084967],[186.66347650044824],['ZLEMA cross_above None'],['ZLEMA cross_below None'],193.69103866084967,193.69103866084967
2024-01-26,191.27163696289062,36,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[194.03914182780457],[187.8592540529647],[194.03914182780457],[187.8592540529647],['ZLEMA cross_above None'],['ZLEMA cross_below None'],194.03914182780457,194.03914182780457
2024-01-29,190.5857391357422,36,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[193.2702869615631],[188.8002428287815],[193.2702869615631],[188.8002428287815],['ZLEMA cross_above None'],['ZLEMA cross_below None'],193.2702869615631,193.2702869615631
2024-01-30,186.91775512695312,36,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[192.15865497494366],[189.31112508800078],[192.15865497494366],[189.31112508800078],['ZLEMA cross_above None'],['ZLEMA cross_below None'],192.15865497494366,192.15865497494366
2024-01-31,183.29946899414062,36,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[190.03822536390985],[189.34269415049368],[190.03822536390985],[189.34269415049368],['ZLEMA cross_above None'],['ZLEMA cross_below None'],190.03822536390985,190.03822536390985
2024-02-01,185.7448272705078,36,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -36, 'order_price': None, 'order_valid': None, 'order_status': 1}",[187.0472304424532],[188.83801235644722],[187.0472304424532],[188.83801235644722],['ZLEMA cross_above None'],['ZLEMA cross_below None'],187.0472304424532,187.0472304424532
2024-02-02,184.74082946777344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[185.80555537621171],[188.7198995065857],[185.80555537621171],[188.7198995065857],['ZLEMA cross_above None'],['ZLEMA cross_below None'],185.80555537621171,185.80555537621171
2024-02-05,186.55990600585938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[184.54925799868317],[188.45869627323492],[184.54925799868317],[188.45869627323492],['ZLEMA cross_above None'],['ZLEMA cross_below None'],184.54925799868317,184.54925799868317
2024-02-06,188.17025756835938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[184.8497668870618],[188.5959238605716],[184.8497668870618],[188.5959238605716],['ZLEMA cross_above None'],['ZLEMA cross_below None'],184.8497668870618,184.8497668870618
2024-02-07,188.2795867919922,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[186.3390903880648],[188.9930102527575],[186.3390903880648],[188.9930102527575],['ZLEMA cross_above None'],['ZLEMA cross_below None'],186.3390903880648,186.3390903880648
2024-02-08,187.19610595703125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[187.1527732835942],[188.99700616544501],[187.1527732835942],[188.99700616544501],['ZLEMA cross_above None'],['ZLEMA cross_below None'],187.1527732835942,187.1527732835942
2024-02-09,187.96249389648438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[187.6070658586296],[188.6730347101517],[187.6070658586296],[188.6730347101517],['ZLEMA cross_above None'],['ZLEMA cross_below None'],187.6070658586296,187.6070658586296
2024-02-12,186.2704620361328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[187.9267051183532],[188.31942949857188],[187.9267051183532],[188.31942949857188],['ZLEMA cross_above None'],['ZLEMA cross_below None'],187.9267051183532,187.9267051183532
2024-02-13,184.17034912109375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[187.2801526429992],[187.68757964936967],[187.2801526429992],[187.68757964936967],['ZLEMA cross_above None'],['ZLEMA cross_below None'],187.2801526429992,187.2801526429992
2024-02-14,183.2845458984375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[185.96759969885306],[186.86912161409026],[185.96759969885306],[186.86912161409026],['ZLEMA cross_above None'],['ZLEMA cross_below None'],185.96759969885306,185.96759969885306
2024-02-15,182.99591064453125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[184.768578997215],[186.010333581213],[184.768578997215],[186.010333581213],['ZLEMA cross_above None'],['ZLEMA cross_below None'],184.768578997215,184.768578997215
2024-02-16,181.4532012939453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[183.54326052364468],[185.2819368550813],[183.54326052364468],[185.2819368550813],['ZLEMA cross_above None'],['ZLEMA cross_below None'],183.54326052364468,183.54326052364468
2024-02-20,180.70672607421875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[182.2873841651198],[184.44572566779533],[182.2873841651198],[184.44572566779533],['ZLEMA cross_above None'],['ZLEMA cross_below None'],182.2873841651198,182.2873841651198
2024-02-21,181.4631805419922,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[181.3702421400696],[183.80378833577527],[181.3702421400696],[183.80378833577527],['ZLEMA cross_above None'],['ZLEMA cross_below None'],181.3702421400696,181.3702421400696
2024-02-22,183.5035400390625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[181.0559826937927],[183.5343111586184],[181.0559826937927],[183.5343111586184],['ZLEMA cross_above None'],['ZLEMA cross_below None'],181.0559826937927,181.0559826937927
2024-02-23,181.66224670410156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[181.59328937375653],[183.3877267488764],[181.59328937375653],[183.3877267488764],['ZLEMA cross_above None'],['ZLEMA cross_below None'],181.59328937375653,181.59328937375653
2024-02-26,180.30860900878906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[181.64383532657493],[183.07778721284757],[181.64383532657493],[183.07778721284757],['ZLEMA cross_above None'],['ZLEMA cross_below None'],181.64383532657493,181.64383532657493
2024-02-27,181.77171325683594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[181.32868198417208],[182.49582107083927],[181.32868198417208],[182.49582107083927],['ZLEMA cross_above None'],['ZLEMA cross_below None'],181.32868198417208,181.32868198417208
2024-02-28,180.56739807128906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[181.46532998190074],[182.0362951272569],[181.46532998190074],[182.0362951272569],['ZLEMA cross_above None'],['ZLEMA cross_below None'],181.46532998190074,181.46532998190074
2024-02-29,179.90054321289062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[180.76822564037616],[181.44396701263298],[180.76822564037616],[181.44396701263298],['ZLEMA cross_above None'],['ZLEMA cross_below None'],180.76822564037616,180.76822564037616
2024-03-01,178.815673828125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[180.29015547334043],[180.87370981625344],[180.29015547334043],[180.87370981625344],['ZLEMA cross_above None'],['ZLEMA cross_below None'],180.29015547334043,180.29015547334043
2024-03-04,174.277099609375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[179.75062514136235],[180.1508158771252],[179.75062514136235],[180.1508158771252],['ZLEMA cross_above None'],['ZLEMA cross_below None'],179.75062514136235,179.75062514136235
2024-03-05,169.32049560546875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[177.39278165418992],[178.99810112264083],[177.39278165418992],[178.99810112264083],['ZLEMA cross_above None'],['ZLEMA cross_below None'],177.39278165418992,177.39278165418992
2024-03-06,168.32518005371094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[173.88020192427328],[177.4156844108475],[173.88020192427328],[177.4156844108475],['ZLEMA cross_above None'],['ZLEMA cross_below None'],173.88020192427328,173.88020192427328
2024-03-07,168.20574951171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[170.76558646432017],[175.86407988169503],[170.76558646432017],[175.86407988169503],['ZLEMA cross_above None'],['ZLEMA cross_below None'],170.76558646432017,170.76558646432017
2024-03-08,169.92762756347656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[168.37108441540965],[174.41579010732156],[168.37108441540965],[174.41579010732156],['ZLEMA cross_above None'],['ZLEMA cross_below None'],168.37108441540965,168.37108441540965
2024-03-11,171.93812561035156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[167.86327916125848],[173.3826458315594],[167.86327916125848],[173.3826458315594],['ZLEMA cross_above None'],['ZLEMA cross_below None'],167.86327916125848,167.86327916125848
2024-03-12,172.41586303710938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[169.08009306198136],[172.72373481961907],[169.08009306198136],[172.72373481961907],['ZLEMA cross_above None'],['ZLEMA cross_below None'],169.08009306198136,169.08009306198136
2024-03-13,170.3257598876953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[170.43035723625889],[172.1201742204325],[170.43035723625889],[172.1201742204325],['ZLEMA cross_above None'],['ZLEMA cross_below None'],170.43035723625889,170.43035723625889
2024-03-14,172.18695068359375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[170.7967959685158],[171.15422618919996],[170.7967959685158],[171.15422618919996],['ZLEMA cross_above None'],['ZLEMA cross_below None'],170.7967959685158,170.7967959685158
2024-03-15,171.80874633789062,0,[True],[False],BUY. Shares: 39,Entry conditions met: True,{},"{'order_size': 39, 'order_price': None, 'order_valid': None, 'order_status': 1}",[171.46033739309672],[170.60954415525714],[171.46033739309672],[170.60954415525714],['ZLEMA cross_above None'],['ZLEMA cross_below None'],171.46033739309672,171.46033739309672
2024-03-18,172.90357971191406,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[171.50016096988452],[170.13853380117553],[171.50016096988452],[170.13853380117553],['ZLEMA cross_above None'],['ZLEMA cross_below None'],171.50016096988452,171.50016096988452
2024-03-19,175.2524871826172,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[171.84400377294529],[169.74478621187336],[171.84400377294529],[169.74478621187336],['ZLEMA cross_above None'],['ZLEMA cross_below None'],171.84400377294529,171.84400377294529
2024-03-20,177.83030700683594,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[173.35949662832596],[169.75722428168447],[173.35949662832596],[169.75722428168447],['ZLEMA cross_above None'],['ZLEMA cross_below None'],173.35949662832596,173.35949662832596
2024-03-21,170.5646209716797,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[175.19843602864452],[170.14450470227138],[175.19843602864452],[170.14450470227138],['ZLEMA cross_above None'],['ZLEMA cross_below None'],175.19843602864452,175.19843602864452
2024-03-22,171.47035217285156,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[174.1297195880671],[169.63928298697866],[174.1297195880671],[169.63928298697866],['ZLEMA cross_above None'],['ZLEMA cross_below None'],174.1297195880671,174.1297195880671
2024-03-25,170.0470733642578,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[173.385611414562],[169.57633600306573],[173.385611414562],[169.57633600306573],['ZLEMA cross_above None'],['ZLEMA cross_below None'],173.385611414562,173.385611414562
2024-03-26,168.9124298095703,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[171.83216562025953],[169.6535821398387],[171.83216562025953],[169.6535821398387],['ZLEMA cross_above None'],['ZLEMA cross_below None'],171.83216562025953,171.83216562025953
2024-03-27,172.49549865722656,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[169.67987234608592],[169.64365294148973],[169.67987234608592],[169.64365294148973],['ZLEMA cross_above None'],['ZLEMA cross_below None'],169.67987234608592,169.67987234608592
2024-03-28,170.67410278320312,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[170.54287307275638],[170.10440099705392],[170.54287307275638],[170.10440099705392],['ZLEMA cross_above None'],['ZLEMA cross_below None'],170.54287307275638,170.54287307275638
2024-04-01,169.23092651367188,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[170.4219604038106],[170.1893156425943],[170.4219604038106],[170.1893156425943],['ZLEMA cross_above None'],['ZLEMA cross_below None'],170.4219604038106,170.4219604038106
2024-04-02,168.04649353027344,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[170.05701845095157],[169.95282607965223],[170.05701845095157],[169.95282607965223],['ZLEMA cross_above None'],['ZLEMA cross_below None'],170.05701845095157,170.05701845095157
2024-04-03,168.85269165039062,39,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -39, 'order_price': None, 'order_valid': None, 'order_status': 1}",[169.53402550550155],[169.5479420760255],[169.53402550550155],[169.5479420760255],['ZLEMA cross_above None'],['ZLEMA cross_below None'],169.53402550550155,169.53402550550155
2024-04-04,168.026611328125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[168.74781807605666],[169.40805054938423],[168.74781807605666],[169.40805054938423],['ZLEMA cross_above None'],['ZLEMA cross_below None'],168.74781807605666,168.74781807605666
2024-04-05,168.7830352783203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[168.13532749369125],[169.05051644765985],[168.13532749369125],[169.05051644765985],['ZLEMA cross_above None'],['ZLEMA cross_below None'],168.13532749369125,168.13532749369125
2024-04-08,167.65834045410156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[168.17165777537807],[168.8380524328915],[168.17165777537807],[168.8380524328915],['ZLEMA cross_above None'],['ZLEMA cross_below None'],168.17165777537807,168.17165777537807
2024-04-09,168.8726043701172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[168.00775406675106],[168.42353944988488],[168.00775406675106],[168.42353944988488],['ZLEMA cross_above None'],['ZLEMA cross_below None'],168.00775406675106,168.00775406675106
2024-04-10,166.99148559570312,0,[True],[False],BUY. Shares: 40,Entry conditions met: True,{},"{'order_size': 40, 'order_price': None, 'order_valid': None, 'order_status': 1}",[168.16862007094971],[168.0409060374805],[168.16862007094971],[168.0409060374805],['ZLEMA cross_above None'],['ZLEMA cross_below None'],168.16862007094971,168.16862007094971
2024-04-11,174.2173614501953,40,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[167.76639094228273],[167.2739226921315],[167.76639094228273],[167.2739226921315],['ZLEMA cross_above None'],['ZLEMA cross_below None'],167.76639094228273,167.76639094228273
2024-04-12,175.72027587890625,40,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[169.92735397497137],[167.9575471590076],[169.92735397497137],[167.9575471590076],['ZLEMA cross_above None'],['ZLEMA cross_below None'],169.92735397497137,169.92735397497137
2024-04-15,171.87841796875,40,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[172.4464189438331],[168.7325569929401],[172.4464189438331],[168.7325569929401],['ZLEMA cross_above None'],['ZLEMA cross_below None'],172.4464189438331,172.4464189438331
2024-04-16,168.583984375,40,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[172.8896576026603],[169.05366703037896],[172.8896576026603],[169.05366703037896],['ZLEMA cross_above None'],['ZLEMA cross_below None'],172.8896576026603,172.8896576026603
2024-04-17,167.21046447753906,40,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[172.3963531575033],[169.00217489554353],[172.3963531575033],[169.00217489554353],['ZLEMA cross_above None'],['ZLEMA cross_below None'],172.3963531575033,172.3963531575033
2024-04-18,166.2549591064453,40,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[170.17948303884504],[168.54561072795053],[170.17948303884504],[168.54561072795053],['ZLEMA cross_above None'],['ZLEMA cross_below None'],170.17948303884504,170.17948303884504
2024-04-19,164.22454833984375,40,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -40, 'order_price': None, 'order_valid': None, 'order_status': 1}",[167.74496654705217],[168.11272070870777],[167.74496654705217],[168.11272070870777],['ZLEMA cross_above None'],['ZLEMA cross_below None'],167.74496654705217,167.74496654705217
2024-04-22,165.06060791015625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[165.71327784957677],[167.5388787382115],[165.71327784957677],[167.5388787382115],['ZLEMA cross_above None'],['ZLEMA cross_below None'],165.71327784957677,165.71327784957677
2024-04-23,166.11561584472656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[164.95399668516507],[167.18635251574878],[164.95399668516507],[167.18635251574878],['ZLEMA cross_above None'],['ZLEMA cross_below None'],164.95399668516507,164.95399668516507
2024-04-24,168.2256622314453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[164.9661367809376],[166.94068719467225],[164.9661367809376],[166.94068719467225],['ZLEMA cross_above None'],['ZLEMA cross_below None'],164.9661367809376,164.9661367809376
2024-04-25,169.09156799316406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[165.9170874310299],[167.03643080371054],[165.9170874310299],[167.03643080371054],['ZLEMA cross_above None'],['ZLEMA cross_below None'],165.9170874310299,165.9170874310299
2024-04-26,168.5043487548828,0,[True],[False],BUY. Shares: 39,Entry conditions met: True,{},"{'order_size': 39, 'order_price': None, 'order_valid': None, 'order_status': 1}",[167.37917837929436],[167.18892563624587],[167.37917837929436],[167.18892563624587],['ZLEMA cross_above None'],['ZLEMA cross_below None'],167.37917837929436,167.37917837929436
2024-04-29,172.6846160888672,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[168.20988951026072],[167.32837282459545],[168.20988951026072],[167.32837282459545],['ZLEMA cross_above None'],['ZLEMA cross_below None'],168.20988951026072,168.20988951026072
2024-04-30,169.52951049804688,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[170.21783984166927],[167.91987314608073],[170.21783984166927],[167.91987314608073],['ZLEMA cross_above None'],['ZLEMA cross_below None'],170.21783984166927,170.21783984166927
2024-05-01,168.5043487548828,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[170.32975237312002],[168.18746425926201],[170.32975237312002],[168.18746425926201],['ZLEMA cross_above None'],['ZLEMA cross_below None'],170.32975237312002,170.32975237312002
2024-05-02,172.21681213378906,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[169.89109367193484],[167.83932695605608],[169.89109367193484],[167.83932695605608],['ZLEMA cross_above None'],['ZLEMA cross_below None'],169.89109367193484,169.89109367193484
2024-05-03,182.5181884765625,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[170.98894491570948],[167.8957154355797],[170.98894491570948],[167.8957154355797],['ZLEMA cross_above None'],['ZLEMA cross_below None'],170.98894491570948,170.98894491570948
2024-05-06,180.85604858398438,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[174.873093269991],[169.52553760001808],[174.873093269991],[169.52553760001808],['ZLEMA cross_above None'],['ZLEMA cross_below None'],174.873093269991,174.873093269991
2024-05-07,181.5427703857422,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[178.02027388816023],[171.04828438666007],[178.02027388816023],[171.04828438666007],['ZLEMA cross_above None'],['ZLEMA cross_below None'],178.02027388816023,178.02027388816023
