date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_AO,exit0_AO
2020-08-19,112.82623291015625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[12.81244156781365],[None],[12.81244156781365],[None],['AO cross_above 0'],['AO cross_below 0'],12.81244156781365,12.81244156781365
2020-08-20,115.32981872558594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[12.99780888276942],[None],[12.99780888276942],[None],['AO cross_above 0'],['AO cross_below 0'],12.99780888276942,12.99780888276942
2020-08-21,121.27303314208984,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[12.669227936688586],[None],[12.669227936688586],[None],['AO cross_above 0'],['AO cross_below 0'],12.669227936688586,12.669227936688586
2020-08-24,122.72349548339844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[13.427875182207899],[None],[13.427875182207899],[None],['AO cross_above 0'],['AO cross_below 0'],13.427875182207899,13.427875182207899
2020-08-25,121.71668243408203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[14.739095800063183],[None],[14.739095800063183],[None],['AO cross_above 0'],['AO cross_below 0'],14.739095800063183,14.739095800063183
2020-08-26,123.37193298339844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[15.697367679371553],[None],[15.697367679371553],[None],['AO cross_above 0'],['AO cross_below 0'],15.697367679371553,15.697367679371553
2020-08-27,121.89708709716797,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[16.72930865568273],[None],[16.72930865568273],[None],['AO cross_above 0'],['AO cross_below 0'],16.72930865568273,16.72930865568273
2020-08-28,121.69963836669922,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[17.55690408594468],[None],[17.55690408594468],[None],['AO cross_above 0'],['AO cross_below 0'],17.55690408594468,17.55690408594468
2020-08-31,125.82674407958984,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[17.426455262128044],[None],[17.426455262128044],[None],['AO cross_above 0'],['AO cross_below 0'],17.426455262128044,17.426455262128044
2020-09-01,130.8387451171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[16.88556518554688],[None],[16.88556518554688],[None],['AO cross_above 0'],['AO cross_below 0'],16.88556518554688,16.88556518554688
2020-09-02,128.12799072265625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[17.57189633986529],[None],[17.57189633986529],[None],['AO cross_above 0'],['AO cross_below 0'],17.57189633986529,17.57189633986529
2020-09-03,117.86993408203125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[17.808425656486975],[None],[17.808425656486975],[None],['AO cross_above 0'],['AO cross_below 0'],17.808425656486975,17.808425656486975
2020-09-04,117.94795227050781,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[16.781962316176475],[None],[16.781962316176475],[None],['AO cross_above 0'],['AO cross_below 0'],16.781962316176475,16.781962316176475
2020-09-08,110.01065826416016,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[14.550322633631097],[None],[14.550322633631097],[None],['AO cross_above 0'],['AO cross_below 0'],14.550322633631097,14.550322633631097
2020-09-09,114.3985824584961,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[11.492653364293716],[None],[11.492653364293716],[None],['AO cross_above 0'],['AO cross_below 0'],11.492653364293716,11.492653364293716
2020-09-10,110.66395568847656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[7.814028302360981],[None],[7.814028302360981],[None],['AO cross_above 0'],['AO cross_below 0'],7.814028302360981,7.814028302360981
2020-09-11,109.2110595703125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[3.97025669322295],[None],[3.97025669322295],[None],['AO cross_above 0'],['AO cross_below 0'],3.97025669322295,3.97025669322295
2020-09-14,112.48741149902344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[0.9252131966983512],[None],[0.9252131966983512],[None],['AO cross_above 0'],['AO cross_below 0'],0.9252131966983512,0.9252131966983512
2020-09-15,112.66289520263672,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[-0.25409494287826817],[None],[-0.25409494287826817],[None],['AO cross_above 0'],['AO cross_below 0'],-0.25409494287826817,-0.25409494287826817
2020-09-16,109.33782958984375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-0.8336018955006352],[None],[-0.8336018955006352],[None],['AO cross_above 0'],['AO cross_below 0'],-0.8336018955006352,-0.8336018955006352
2020-09-17,107.5923843383789,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-2.044565133487481],[None],[-2.044565133487481],[None],['AO cross_above 0'],['AO cross_below 0'],-2.044565133487481,-2.044565133487481
2020-09-18,104.1795425415039,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.707168377146999],[None],[-3.707168377146999],[None],['AO cross_above 0'],['AO cross_below 0'],-3.707168377146999,-3.707168377146999
2020-09-21,107.33887481689453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.676257526173316],[None],[-4.676257526173316],[None],['AO cross_above 0'],['AO cross_below 0'],-4.676257526173316,-4.676257526173316
2020-09-22,109.02578735351562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-6.128493095846736],[None],[-6.128493095846736],[None],['AO cross_above 0'],['AO cross_below 0'],-6.128493095846736,-6.128493095846736
2020-09-23,104.45258331298828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-7.212294477574957],[None],[-7.212294477574957],[None],['AO cross_above 0'],['AO cross_below 0'],-7.212294477574957,-7.212294477574957
2020-09-24,105.52518463134766,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-8.122265378166645],[None],[-8.122265378166645],[None],['AO cross_above 0'],['AO cross_below 0'],-8.122265378166645,-8.122265378166645
2020-09-25,109.48410034179688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-8.556500289019425],[None],[-8.556500289019425],[None],['AO cross_above 0'],['AO cross_below 0'],-8.556500289019425,-8.556500289019425
2020-09-28,112.09735870361328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-8.18577156066894],[None],[-8.18577156066894],[None],['AO cross_above 0'],['AO cross_below 0'],-8.18577156066894,-8.18577156066894
2020-09-29,111.24903106689453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-6.768374701107248],[None],[-6.768374701107248],[None],['AO cross_above 0'],['AO cross_below 0'],-6.768374701107248,-6.768374701107248
2020-09-30,112.92618560791016,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-6.189581298828131],[None],[-6.189581298828131],[None],['AO cross_above 0'],['AO cross_below 0'],-6.189581298828131,-6.189581298828131
2020-10-01,113.88177490234375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-5.0970438115737124],[None],[-5.0970438115737124],[None],['AO cross_above 0'],['AO cross_below 0'],-5.0970438115737124,-5.0970438115737124
2020-10-02,110.20565795898438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.3196905921487314],[None],[-3.3196905921487314],[None],['AO cross_above 0'],['AO cross_below 0'],-3.3196905921487314,-3.3196905921487314
2020-10-05,113.59900665283203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-2.564999165254477],[None],[-2.564999165254477],[None],['AO cross_above 0'],['AO cross_below 0'],-2.564999165254477,-2.564999165254477
2020-10-06,110.3421859741211,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-2.3572044596952537],[None],[-2.3572044596952537],[None],['AO cross_above 0'],['AO cross_below 0'],-2.3572044596952537,-2.3572044596952537
2020-10-07,112.21436309814453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-2.3841230729047],[None],[-2.3841230729047],[None],['AO cross_above 0'],['AO cross_below 0'],-2.3841230729047,-2.3841230729047
2020-10-08,112.10710144042969,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-2.4586456074434153],[None],[-2.4586456074434153],[None],['AO cross_above 0'],['AO cross_below 0'],-2.4586456074434153,-2.4586456074434153
2020-10-09,114.05731201171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-2.6685431536506172],[None],[-2.6685431536506172],[None],['AO cross_above 0'],['AO cross_below 0'],-2.6685431536506172,-2.6685431536506172
2020-10-12,121.30227661132812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-2.056168702069442],[None],[-2.056168702069442],[None],['AO cross_above 0'],['AO cross_below 0'],-2.056168702069442,-2.056168702069442
2020-10-13,118.0844497680664,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-0.5086618311264886],[None],[-0.5086618311264886],[None],['AO cross_above 0'],['AO cross_below 0'],-0.5086618311264886,-0.5086618311264886
2020-10-14,118.17222595214844,0,[True],[False],BUY. Shares: 26,Entry conditions met: True,{},"{'order_size': 26, 'order_price': None, 'order_valid': None, 'order_status': 1}",[1.2052864747888918],[None],[1.2052864747888918],[None],['AO cross_above 0'],['AO cross_below 0'],1.2052864747888918,1.2052864747888918
2020-10-15,117.70416259765625,26,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[2.6408894707174824],[None],[2.6408894707174824],[None],['AO cross_above 0'],['AO cross_below 0'],2.6408894707174824,2.6408894707174824
2020-10-16,116.0562515258789,26,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[3.6528821608599458],[None],[3.6528821608599458],[None],['AO cross_above 0'],['AO cross_below 0'],3.6528821608599458,3.6528821608599458
2020-10-19,113.09195709228516,26,[False],[False],SELL,Stop loss hit,{'stop_loss': 'Triggered: 113.09 < 114.95'},"{'order_size': -26, 'order_price': None, 'order_valid': None, 'order_status': 1}",[4.6536470525405065],[None],[4.6536470525405065],[None],['AO cross_above 0'],['AO cross_below 0'],4.6536470525405065,4.6536470525405065
2020-10-20,114.58386993408203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[4.123294359094956],[None],[4.123294359094956],[None],['AO cross_above 0'],['AO cross_below 0'],4.123294359094956,4.123294359094956
2020-10-21,113.95979309082031,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[3.532059052411242],[None],[3.532059052411242],[None],['AO cross_above 0'],['AO cross_below 0'],3.532059052411242,3.532059052411242
2020-10-22,112.86766815185547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[3.2215879103716674],[None],[3.2215879103716674],[None],['AO cross_above 0'],['AO cross_below 0'],3.2215879103716674,3.2215879103716674
2020-10-23,112.17535400390625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[2.795323068955369],[None],[2.795323068955369],[None],['AO cross_above 0'],['AO cross_below 0'],2.795323068955369,2.795323068955369
2020-10-26,112.18511199951172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[1.897617227890919],[None],[1.897617227890919],[None],['AO cross_above 0'],['AO cross_below 0'],1.897617227890919,1.897617227890919
2020-10-27,113.6965103149414,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[1.2655582203584572],[None],[1.2655582203584572],[None],['AO cross_above 0'],['AO cross_below 0'],1.2655582203584572,1.2655582203584572
2020-10-28,108.43097686767578,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[1.0244993322035896],[None],[1.0244993322035896],[None],['AO cross_above 0'],['AO cross_below 0'],1.0244993322035896,1.0244993322035896
2020-10-29,112.44839477539062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[0.25664668363683063],[None],[0.25664668363683063],[None],['AO cross_above 0'],['AO cross_below 0'],0.25664668363683063,0.25664668363683063
2020-10-30,106.14926147460938,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[-0.15070616778206158],[None],[-0.15070616778206158],[None],['AO cross_above 0'],['AO cross_below 0'],-0.15070616778206158,-0.15070616778206158
2020-11-02,106.06149291992188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-1.1300593207864296],[None],[-1.1300593207864296],[None],['AO cross_above 0'],['AO cross_below 0'],-1.1300593207864296,-1.1300593207864296
2020-11-03,107.68991088867188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-2.0607063742244947],[None],[-2.0607063742244947],[None],['AO cross_above 0'],['AO cross_below 0'],-2.0607063742244947,-2.0607063742244947
2020-11-04,112.08760070800781,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.1057062261244823],[None],[-3.1057062261244823],[None],['AO cross_above 0'],['AO cross_below 0'],-3.1057062261244823,-3.1057062261244823
2020-11-05,116.06600952148438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.0680889578426616],[None],[-3.0680889578426616],[None],['AO cross_above 0'],['AO cross_below 0'],-3.0680889578426616,-3.0680889578426616
2020-11-06,115.93414306640625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-2.619147132424743],[None],[-2.619147132424743],[None],['AO cross_above 0'],['AO cross_below 0'],-2.619147132424743,-2.619147132424743
2020-11-09,113.61918640136719,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-1.3812651690314794],[None],[-1.3812651690314794],[None],['AO cross_above 0'],['AO cross_below 0'],-1.3812651690314794,-1.3812651690314794
2020-11-10,113.27729034423828,0,[True],[False],BUY. Shares: 27,Entry conditions met: True,{},"{'order_size': 27, 'order_price': None, 'order_valid': None, 'order_status': 1}",[0.38714673659380594],[None],[0.38714673659380594],[None],['AO cross_above 0'],['AO cross_below 0'],0.38714673659380594,0.38714673659380594
2020-11-11,116.71556854248047,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[1.348322498097147],[None],[1.348322498097147],[None],['AO cross_above 0'],['AO cross_below 0'],1.348322498097147,1.348322498097147
2020-11-12,116.44207000732422,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[1.8551465202780264],[None],[1.8551465202780264],[None],['AO cross_above 0'],['AO cross_below 0'],1.8551465202780264,1.8551465202780264
2020-11-13,116.49090576171875,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[1.8368811439065382],[None],[1.8368811439065382],[None],['AO cross_above 0'],['AO cross_below 0'],1.8368811439065382,1.8368811439065382
2020-11-16,117.50675964355469,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[1.9190582499784483],[None],[1.9190582499784483],[None],['AO cross_above 0'],['AO cross_below 0'],1.9190582499784483,1.9190582499784483
2020-11-17,116.61788177490234,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[1.8781757130342385],[None],[1.8781757130342385],[None],['AO cross_above 0'],['AO cross_below 0'],1.8781757130342385,1.8781757130342385
2020-11-18,115.28946685791016,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[2.5404997208539157],[None],[2.5404997208539157],[None],['AO cross_above 0'],['AO cross_below 0'],2.5404997208539157,2.5404997208539157
2020-11-19,115.88530731201172,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[2.6527056525735304],[None],[2.6527056525735304],[None],['AO cross_above 0'],['AO cross_below 0'],2.6527056525735304,2.6527056525735304
2020-11-20,114.61550903320312,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[2.2079407411463166],[None],[2.2079407411463166],[None],['AO cross_above 0'],['AO cross_below 0'],2.2079407411463166,2.2079407411463166
2020-11-23,111.20651245117188,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[1.9737640380859318],[None],[1.9737640380859318],[None],['AO cross_above 0'],['AO cross_below 0'],1.9737640380859318,1.9737640380859318
2020-11-24,112.49588012695312,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[1.1526467267204765],[None],[1.1526467267204765],[None],['AO cross_above 0'],['AO cross_below 0'],1.1526467267204765,1.1526467267204765
